"","X","PopSizes","Site","Lambda","Year","Type","FertilityA1","FertilityA2","SurvivalJuv","SurvivalA1","Iteration","RelativePopSize"
"1",342058,1.204819277,"Treasure Island",1.02535589273674,"1","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.117297485021422
"2",342059,40.1449481170392,"Treasure Island",1.02535589273674,"2","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.117439020557819
"3",342060,18.6468771304686,"Treasure Island",1.02535589273674,"3","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.134621374752336
"4",342061,32.474149664527,"Treasure Island",1.02535589273674,"4","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.123348251489725
"5",342062,25.426992280191,"Treasure Island",1.02535589273674,"5","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.132616343838025
"6",342063,30.7178390044024,"Treasure Island",1.02535589273674,"6","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.129599752133889
"7",342064,28.7551771201705,"Treasure Island",1.02535589273674,"7","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.134524412001194
"8",342065,31.1021647156787,"Treasure Island",1.02535589273674,"8","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.134497780373207
"9",342066,30.9360521837027,"Treasure Island",1.02535589273674,"9","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.137427042433912
"10",342067,32.2838733908528,"Treasure Island",1.02535589273674,"10","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.138433118469652
"11",342068,32.769980110985,"Treasure Island",1.02535589273674,"11","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.14049135310247
"12",342069,33.7970953524109,"Treasure Island",1.02535589273674,"12","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.141803115093246
"13",342070,34.5382673671715,"Treasure Island",1.02535589273674,"13","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.143463413257771
"14",342071,35.4823422032591,"Treasure Island",1.02535589273674,"14","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.144822559802157
"15",342072,36.3417079494076,"Treasure Island",1.02535589273674,"15","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.146279038672004
"16",342073,37.2869784832989,"Treasure Island",1.02535589273674,"16","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.147602829282957
"17",342074,38.2183817307791,"Treasure Island",1.02535589273674,"17","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.148938892479762
"18",342075,39.195729025749,"Treasure Island",1.02535589273674,"18","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.150208006564733
"19",342076,40.1846819243561,"Treasure Island",1.02535589273674,"19","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.15146377240606
"20",342077,41.2064859820673,"Treasure Island",1.02535589273674,"20","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.152680321825468
"21",342078,42.2496103847173,"Treasure Island",1.02535589273674,"21","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.15387840509474
"22",342079,43.3218918525382,"Treasure Island",1.02535589273674,"22","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.155050659765683
"23",342080,44.4197640960515,"Treasure Island",1.02535589273674,"23","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.156205906313887
"24",342081,45.5464168112306,"Treasure Island",1.02535589273674,"24","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.157342975455173
"25",342082,46.7010803630207,"Treasure Island",1.02535589273674,"25","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.158466213122389
"26",342083,47.8853498118668,"Treasure Island",1.02535589273674,"26","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.159576354722295
"27",342084,49.0994536908216,"Treasure Island",1.02535589273674,"27","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.160675942358453
"28",342085,50.3444566104892,"Treasure Island",1.02535589273674,"28","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.161766157996541
"29",342086,51.6209602085982,"Treasure Island",1.02535589273674,"29","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.162848717545716
"30",342087,52.9298705175692,"Treasure Island",1.02535589273674,"30","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.163924779536675
"31",342088,54.2719459158352,"Treasure Island",1.02535589273674,"31","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.164995611048076
"32",342089,55.6480647018433,"Treasure Island",1.02535589273674,"32","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.166062216677864
"33",342090,57.0590680244553,"Treasure Island",1.02535589273674,"33","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.167125576339913
"34",342091,58.5058534253584,"Treasure Island",1.02535589273674,"34","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.168186522965262
"35",342092,59.9893205117823,"Treasure Island",1.02535589273674,"35","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.169245830547436
"36",342093,61.5104039123292,"Treasure Island",1.02535589273674,"36","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.170304176941061
"37",342094,63.0700547479647,"Treasure Island",1.02535589273674,"37","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.17136217897408
"38",342095,64.6692525085725,"Treasure Island",1.02535589273674,"38","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.172420383763022
"39",342096,66.3089990104496,"Treasure Island",1.02535589273674,"39","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.173479284627493
"40",342097,67.9903229527041,"Treasure Island",1.02535589273674,"40","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.174539321479795
"41",342098,69.7142782441398,"Treasure Island",1.02535589273674,"41","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.17560088937646
"42",342099,71.4819460320588,"Treasure Island",1.02535589273674,"42","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.176664341392546
"43",342100,73.294434572893,"Treasure Island",1.02535589273674,"43","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.177729994035863
"44",342101,75.1528804034943,"Treasure Island",1.02535589273674,"44","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.178798130446019
"45",342102,77.058448772642,"Treasure Island",1.02535589273674,"45","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.179869004242521
"46",342103,79.0123345375788,"Treasure Island",1.02535589273674,"46","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.18094284240198
"47",342104,81.0157628153133,"Treasure Island",1.02535589273674,"47","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.182019848174485
"48",342105,83.0699898085686,"Treasure Island",1.02535589273674,"48","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.18310020349842
"49",342106,85.1763035593571,"Treasure Island",1.02535589273674,"49","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.184184071279487
"50",342107,87.3360247767305,"Treasure Island",1.02535589273674,"50","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.185271597362576
"51",342108,89.5505076530222,"Treasure Island",1.02535589273674,"51","Sensitivity",22.944373478771,56.6449546989043,0.0265884839024407,0.110349832709118,708,0.186362912336584
"52",39577,1.5,"Crystal Cove",0.14662570905682,"1","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,0.146035368864814
"53",39578,49.2460262307997,"Crystal Cove",0.14662570905682,"2","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,0.145255970834458
"54",39579,5.27876872180366,"Crystal Cove",0.14662570905682,"3","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,0.0418767739017273
"55",39580,0.546762082587929,"Crystal Cove",0.14662570905682,"4","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,0.0106828929107849
"56",39581,0.115886727678547,"Crystal Cove",0.14662570905682,"5","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,0.0054270184209286
"57",39582,0.0156986579718571,"Crystal Cove",0.14662570905682,"6","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,0.00175862173105907
"58",39583,0.00212560310102123,"Crystal Cove",0.14662570905682,"7","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,0.000568014058663703
"59",39584,0.000337640978148787,"Crystal Cove",0.14662570905682,"8","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,0.00021498338254822
"60",39585,4.86554602466575e-05,"Crystal Cove",0.14662570905682,"9","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,7.37787574634199e-05
"61",39586,6.99817036873929e-06,"Crystal Cove",0.14662570905682,"10","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,2.52615786630365e-05
"62",39587,1.04496307957065e-06,"Crystal Cove",0.14662570905682,"11","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,8.97640009964337e-06
"63",39588,1.52665958431712e-07,"Crystal Cove",0.14662570905682,"12","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,3.11977730033984e-06
"64",39589,2.22803165074185e-08,"Crystal Cove",0.14662570905682,"13","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.08277150938331e-06
"65",39590,3.28052357991727e-09,"Crystal Cove",0.14662570905682,"14","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,3.79004115720877e-07
"66",39591,4.80657034747802e-10,"Crystal Cove",0.14662570905682,"15","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.31968155162913e-07
"67",39592,7.03967896414315e-11,"Crystal Cove",0.14662570905682,"16","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,4.59159815439508e-08
"68",39593,1.03318529430028e-11,"Crystal Cove",0.14662570905682,"17","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.6003197027063e-08
"69",39594,1.51469624986484e-12,"Crystal Cove",0.14662570905682,"18","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,5.56939713394235e-09
"70",39595,2.22032529984773e-13,"Crystal Cove",0.14662570905682,"19","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.93725233631774e-09
"71",39596,3.25628018064085e-14,"Crystal Cove",0.14662570905682,"20","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,6.73918616950944e-10
"72",39597,4.77441212398013e-15,"Crystal Cove",0.14662570905682,"21","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,2.34286467943883e-10
"73",39598,7.00005326080518e-16,"Crystal Cove",0.14662570905682,"22","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,8.14127056898057e-11
"74",39599,1.02643907783235e-16,"Crystal Cove",0.14662570905682,"23","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,2.82817310811889e-11
"75",39600,1.50501603035195e-17,"Crystal Cove",0.14662570905682,"24","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,9.81998676788073e-12
"76",39601,2.20670542297369e-18,"Crystal Cove",0.14662570905682,"25","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,3.40818197213448e-12
"77",39602,3.23563434055139e-19,"Crystal Cove",0.14662570905682,"26","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.18237415396118e-12
"78",39603,4.74426781438165e-20,"Crystal Cove",0.14662570905682,"27","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,4.10003061044088e-13
"79",39604,6.95628990266404e-21,"Crystal Cove",0.14662570905682,"28","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.42108589596768e-13
"80",39605,1.01997358286528e-21,"Crystal Cove",0.14662570905682,"29","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,4.92329460962322e-14
"81",39606,1.49554331991055e-22,"Crystal Cove",0.14662570905682,"30","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.70485294594558e-14
"82",39607,2.19284900848779e-23,"Crystal Cove",0.14662570905682,"31","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,5.90081376359274e-15
"83",39608,3.21528229837513e-24,"Crystal Cove",0.14662570905682,"32","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,2.04140594193432e-15
"84",39609,4.71443042056105e-25,"Crystal Cove",0.14662570905682,"33","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,7.05888641833826e-16
"85",39610,6.91256553923037e-26,"Crystal Cove",0.14662570905682,"34","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,2.43966668351114e-16
"86",39611,1.01355995855424e-26,"Crystal Cove",0.14662570905682,"35","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,8.42773102936374e-17
"87",39612,1.48613947849811e-27,"Crystal Cove",0.14662570905682,"36","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,2.9098783948915e-17
"88",39613,2.17906243610347e-28,"Crystal Cove",0.14662570905682,"37","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.00420317857483e-17
"89",39614,3.19506584377887e-29,"Crystal Cove",0.14662570905682,"38","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,3.46377544484862e-18
"90",39615,4.68478795450324e-30,"Crystal Cove",0.14662570905682,"39","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.19414802641333e-18
"91",39616,6.86910347248841e-31,"Crystal Cove",0.14662570905682,"40","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,4.11477491181354e-19
"92",39617,1.00718717404744e-31,"Crystal Cove",0.14662570905682,"41","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.41714044578702e-19
"93",39618,1.4767953362372e-32,"Crystal Cove",0.14662570905682,"42","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,4.8781842715418e-20
"94",39619,2.16536162681966e-33,"Crystal Cove",0.14662570905682,"43","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.67834736295886e-20
"95",39620,3.17497684375433e-34,"Crystal Cove",0.14662570905682,"44","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,5.7714363178806e-21
"96",39621,4.65533231028262e-35,"Crystal Cove",0.14662570905682,"45","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,1.98364823317691e-21
"97",39622,6.82591400417376e-36,"Crystal Cove",0.14662570905682,"46","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,6.81435283521072e-22
"98",39623,1.00085448114936e-36,"Crystal Cove",0.14662570905682,"47","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,2.33972335976597e-22
"99",39624,1.46750997966663e-37,"Crystal Cove",0.14662570905682,"48","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,8.02944061823094e-23
"100",39625,2.15174691279067e-38,"Crystal Cove",0.14662570905682,"49","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,2.75415334966215e-23
"101",39626,3.15501416818142e-39,"Crystal Cove",0.14662570905682,"50","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,9.44222542080948e-24
"102",39627,4.62606189493913e-40,"Crystal Cove",0.14662570905682,"51","Sensitivity",21.5363841956316,57.4181377955028,0.000254257627871011,0.0973735422861542,777,3.2355312994633e-24
"103",292996,7.409925221,"Shaws Cove",0.986888239117081,"1","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.721407441939616
"104",292997,248.201222183266,"Shaws Cove",0.986888239117081,"2","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.722020301601146
"105",292998,109.095233974848,"Shaws Cove",0.986888239117081,"3","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.798088942286072
"106",292999,186.844082190281,"Shaws Cove",0.986888239117081,"4","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.744185275301896
"107",293000,138.639899958675,"Shaws Cove",0.986888239117081,"5","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.784043045828535
"108",293001,163.320208880051,"Shaws Cove",0.986888239117081,"6","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.76774827255738
"109",293002,145.841493364844,"Shaws Cove",0.986888239117081,"7","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.786976016458731
"110",293003,152.807909446572,"Shaws Cove",0.986888239117081,"8","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.783786225260259
"111",293004,145.664735303725,"Shaws Cove",0.986888239117081,"9","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.793447062893623
"112",293005,146.730003824038,"Shaws Cove",0.986888239117081,"10","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.794427022878687
"113",293006,143.083852201804,"Shaws Cove",0.986888239117081,"11","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.799769965080757
"114",293007,142.204746523285,"Shaws Cove",0.986888239117081,"12","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.801705909505892
"115",293008,139.763067382372,"Shaws Cove",0.986888239117081,"13","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.804947342329338
"116",293009,138.264610585927,"Shaws Cove",0.986888239117081,"14","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.806761093897674
"117",293010,136.258325609222,"Shaws Cove",0.986888239117081,"15","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.808831149486427
"118",293011,134.583689146365,"Shaws Cove",0.986888239117081,"16","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.810223234236852
"119",293012,132.754254837881,"Shaws Cove",0.986888239117081,"17","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.811541658074337
"120",293013,131.051126898247,"Shaws Cove",0.986888239117081,"18","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.812481138128527
"121",293014,129.311099871143,"Shaws Cove",0.986888239117081,"19","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.813265014914218
"122",293015,127.628174500229,"Shaws Cove",0.986888239117081,"20","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.813802966224914
"123",293016,125.947467441012,"Shaws Cove",0.986888239117081,"21","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.814183730074811
"124",293017,124.300286813838,"Shaws Cove",0.986888239117081,"22","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.814387989931928
"125",293018,122.668052693649,"Shaws Cove",0.986888239117081,"23","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.814455904473437
"126",293019,121.061070096872,"Shaws Cove",0.986888239117081,"24","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.814390018073994
"127",293020,119.472929167063,"Shaws Cove",0.986888239117081,"25","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.81421191705704
"128",293021,117.906901703378,"Shaws Cove",0.986888239117081,"26","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.813929655490312
"129",293022,116.360660785986,"Shaws Cove",0.986888239117081,"27","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.813556867378224
"130",293023,114.835126131969,"Shaws Cove",0.986888239117081,"28","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.813101943263123
"131",293024,113.3293436629,"Shaws Cove",0.986888239117081,"29","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.812574493468921
"132",293025,111.843449523201,"Shaws Cove",0.986888239117081,"30","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.811981808721636
"133",293026,110.376954210657,"Shaws Cove",0.986888239117081,"31","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.811331073941295
"134",293027,108.929735779324,"Shaws Cove",0.986888239117081,"32","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.810628248890799
"135",293028,107.501464828298,"Shaws Cove",0.986888239117081,"33","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.809878852961645
"136",293029,106.091937291829,"Shaws Cove",0.986888239117081,"34","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.809087639904897
"137",293030,104.700881726582,"Shaws Cove",0.986888239117081,"35","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.808258897781727
"138",293031,103.328070800416,"Shaws Cove",0.986888239117081,"36","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.807396377788833
"139",293032,101.973256687311,"Shaws Cove",0.986888239117081,"37","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.806503425380997
"140",293033,100.636208399548,"Shaws Cove",0.986888239117081,"38","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.805582985591841
"141",293034,99.316690111807,"Shaws Cove",0.986888239117081,"39","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.804637671706235
"142",293035,98.0144736444344,"Shaws Cove",0.986888239117081,"40","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.803669789756491
"143",293036,96.7293311736575,"Shaws Cove",0.986888239117081,"41","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.8026813812435
"144",293037,95.461039388765,"Shaws Cove",0.986888239117081,"42","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.801674249108478
"145",293038,94.2093770237414,"Shaws Cove",0.986888239117081,"43","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.800649987631333
"146",293039,92.9741262250797,"Shaws Cove",0.986888239117081,"44","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.799610005046606
"147",293040,91.7550716997244,"Shaws Cove",0.986888239117081,"45","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.798555545826648
"148",293041,90.5520011488334,"Shaws Cove",0.986888239117081,"46","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.797487709158562
"149",293042,89.3647049579904,"Shaws Cove",0.986888239117081,"47","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.796407466037475
"150",293043,88.1929763186094,"Shaws Cove",0.986888239117081,"48","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.795315673991251
"151",293044,87.0366111004924,"Shaws Cove",0.986888239117081,"49","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.794213090350797
"152",293045,85.8954078691875,"Shaws Cove",0.986888239117081,"50","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.793100383861289
"153",293046,84.7691678202659,"Shaws Cove",0.986888239117081,"51","Sensitivity",23.1225247174881,56.9262757833632,0.0248329406125543,0.102676465704323,746,0.791978145031664
